id,device,device,device,device,device,device,device,device,device,device,device,device,device,device,device,device,device,device,device,device,device,device,device,device,device,FoM,Gain,PM,GBW,Power
37,0,0,3,0,0,0,0,5,3,7,3,5,0,6,2,0,3,6,0,5,0,7,2,5,0,157776,80.13270268006339,19.71739517920033,1.546424913510843,98.01395101351555
38,0,0,1,0,0,0,0,5,9,8,1,5,0,6,4,0,9,6,0,5,0,8,4,5,0,474750,88.27323352071605,55.48609532,3.4028048038093237,71.67571993279249
39,0,0,3,1,0,0,0,5,10,5,3,5,0,6,9,1,10,6,0,5,0,5,9,5,0,145339,90.97007083211676,23.25175916375721,2.545099246924571,175.1146799499495
40,0,0,1,0,0,0,0,5,7,9,1,5,0,6,22,0,7,6,0,5,0,9,22,5,0,406175,41.00855239136111,55.18715561302771,3.6249796343110563,89.24674424351711
41,0,0,1,1,0,0,0,5,6,2,1,5,0,6,8,1,6,6,0,5,0,2,8,5,0,204797,85.70096292524198,41.93605760338281,2.451963569153192,119.72653745675922
42,0,0,3,3,0,0,0,5,8,6,3,5,0,6,3,3,8,6,0,5,0,6,3,5,0,147075,54.64486478,-22.37678972,2.369204678662423,161.0881984472156
43,0,0,3,1,0,0,0,5,7,1,3,5,0,6,13,1,7,6,0,5,0,1,13,5,0,233738,70.12457022857606,55.10201745298921,2.583227326556447,110.5180726521339
44,0,0,1,0,0,0,0,5,5,7,1,5,0,6,21,0,5,6,0,5,0,7,21,5,0,127862,0.7964824892356983,54.99762744875588,3.9882773411562673,311.92045652001906
45,0,0,3,4,0,0,0,5,2,5,3,5,0,6,15,4,2,6,0,5,0,5,15,5,0,175139,37.11276575141743,-51.76567747,2.149268059895266,122.71784467738573
46,0,0,0,1,0,0,0,5,8,8,0,5,0,6,15,1,8,6,0,5,0,8,15,5,0,166153,31.38489932471867,-6.833630375,3.618258229466787,217.7666505851105
47,0,0,1,2,0,0,0,5,10,3,1,5,0,6,5,2,10,6,0,5,0,3,5,5,0,80079.3,85.51336137236515,57.13258785249054,1.2297638328794098,153.5682545775762
48,0,0,0,4,0,0,0,5,4,9,0,5,0,6,23,4,4,6,0,5,0,9,23,5,0,230253,-4.473051976,67.64487623559549,4.514879460822314,196.08341523551545
49,0,0,1,4,0,0,0,5,9,0,1,5,0,6,1,4,9,6,0,5,0,0,1,5,0,460509,57.97053471591101,55.50097554734109,3.417481464554429,74.21095927667926
50,0,0,1,0,0,0,0,5,3,3,1,5,0,6,5,0,3,6,0,5,0,3,5,5,0,233158,81.83733611455946,34.31697975262728,1.838878835002546,78.86835686541085
51,0,0,2,0,0,0,0,5,7,1,2,5,0,6,3,0,7,6,0,5,0,1,3,5,0,267735,53.10967968613602,41.98606320098161,2.432509897543421,90.85513278
52,0,0,1,3,0,0,0,5,4,8,1,5,0,6,14,3,4,6,0,5,0,8,14,5,0,155592,85.59000485948167,4.822140861394751,1.798653129028373,115.6006175785627
53,0,0,0,0,0,0,0,5,8,7,0,5,0,6,14,0,8,6,0,5,0,7,14,5,0,187746,98.00309317208404,-3.323415299,2.276505920511795,121.2545631071658
54,0,0,3,1,0,0,0,5,10,9,3,5,0,6,12,1,10,6,0,5,0,9,12,5,0,133326,81.33739422,54.11185168237118,2.471366346260207,185.36267091641594
55,0,0,1,0,0,0,0,5,2,9,1,5,0,6,16,0,2,6,0,5,0,9,16,5,0,243357,-7.808311406,96.22002134492084,4.501486797840042,184.97461744844165
56,0,0,4,3,0,0,0,5,7,8,4,5,0,6,9,3,7,6,0,5,0,8,9,5,0,190079,82.64309036875738,21.40363555325528,2.564352927597242,134.90984946244677
57,0,0,4,1,0,0,0,5,4,9,4,5,0,6,24,1,4,6,0,5,0,9,24,5,0,242534,90.45378565,55.05949557943264,5.344139139220678,220.34597785138075
58,0,0,0,0,0,0,0,5,3,5,0,5,0,6,5,0,3,6,0,5,0,5,5,5,0,520035,94.46286075850284,2.034585177075576,2.689335028757686,51.71450053857309
59,0,0,3,0,0,0,0,5,3,7,3,5,0,6,20,0,3,6,0,5,0,7,20,5,0,96876.2,84.09550868455254,-3.325891457,1.263441671579129,130.41816995083715
60,0,0,2,1,0,0,0,5,10,5,2,5,0,6,22,1,10,6,0,5,0,5,22,5,0,91278.5,29.99956552,45.39491000686348,3.34989413,366.9970618
61,0,0,2,2,0,0,0,5,8,9,2,5,0,6,2,2,8,6,0,5,0,9,2,5,0,204312,104.4744512987775,-49.67471118,2.741887491387798,134.20100098808675
62,0,0,2,3,0,0,0,5,9,1,2,5,0,6,24,3,9,6,0,5,0,1,24,5,0,60057.9,97.91687469728252,162.4702719351222,1.764051730648339,293.72517697893846
63,0,0,4,1,0,0,0,5,5,6,4,5,0,6,5,1,5,6,0,5,0,6,5,5,0,143784,81.25643709,53.68706905781728,2.6915767027825717,187.19584256819755
64,0,0,4,3,0,0,0,5,5,5,4,5,0,6,5,3,5,6,0,5,0,5,5,5,0,167757,84.82211346190887,36.01624360921213,1.5948497480225692,95.06904320073495
65,0,0,1,4,0,0,0,5,6,1,1,5,0,6,16,4,6,6,0,5,0,1,16,5,0,146479,-7.518830453,178.0923461918644,3.4190557825552403,233.41610623742926
66,0,0,2,1,0,0,0,5,3,2,2,5,0,6,0,1,3,6,0,5,0,2,0,5,0,269449,83.49388142940242,55.08440868797041,2.6437731045695974,98.11775529208114
67,0,0,4,2,0,0,0,5,2,10,4,5,0,6,14,2,2,6,0,5,0,10,14,5,0,236411,104.7231421915793,-43.4927146,4.247356909400639,179.65986817028985
68,0,0,4,4,0,0,0,5,7,8,4,5,0,6,12,4,7,6,0,5,0,8,12,5,0,216245,98.00643735883851,6.808349791753961,2.584777500526928,119.5300469618686
69,0,0,2,4,0,0,0,5,9,8,2,5,0,6,10,4,9,6,0,5,0,8,10,5,0,198011,99.99443362804075,-13.12964711,2.511993089659369,126.8612900121392
70,0,0,0,3,0,0,0,5,6,0,0,5,0,6,6,3,6,6,0,5,0,0,6,5,0,185834,83.34451118734073,25.69087735521219,2.902013504319963,156.16160144645022
71,0,0,2,4,0,0,0,5,6,10,2,5,0,6,3,4,6,6,0,5,0,10,3,5,0,143632,51.26224552385253,15.36157365837861,2.600844247,181.07693596320806
72,0,0,4,4,0,0,0,5,5,5,4,5,0,6,21,4,5,6,0,5,0,5,21,5,0,130224,0.8339172975310218,55.05087623987164,3.856132586,296.115354
73,0,0,0,4,0,0,0,5,4,7,0,5,0,6,0,4,4,6,0,5,0,7,0,5,0,345034,101.0794992398619,56.06913715210234,2.898150544570216,83.99608573561493
74,0,0,2,3,0,0,0,5,7,7,2,5,0,6,13,3,7,6,0,5,0,7,13,5,0,81634.6,71.67961446352017,-17.69457686,0.9865950525306145,120.85501154297498
75,0,0,3,0,0,0,0,5,8,7,3,5,0,6,2,0,8,6,0,5,0,7,2,5,0,142916,80.88354057114564,42.06607657163398,1.673449253874833,117.09320537062558
76,0,0,4,2,0,0,0,5,4,9,4,5,0,6,11,2,4,6,0,5,0,9,11,5,0,321042,68.87183267975388,20.66730448729123,4.385842716674403,136.6127396625489
77,0,0,3,4,0,0,0,5,1,8,3,5,0,6,9,4,1,6,0,5,0,8,9,5,0,249740,88.31275165059778,34.63961211900929,2.496414475900238,99.96053799552486
78,0,0,4,2,0,0,0,5,5,6,4,5,0,6,21,2,5,6,0,5,0,6,21,5,0,112190,0.5795503823082252,58.38284483362455,2.469921753,220.1552502472645
79,0,0,0,2,0,0,0,5,10,8,0,5,0,6,8,2,10,6,0,5,0,8,8,5,0,213936,105.1863772429596,-9.516334895,2.7629681374512067,129.14928471370908
80,0,0,2,2,0,0,0,5,4,10,2,5,0,6,0,2,4,6,0,5,0,10,0,5,0,222376,88.84492173179669,57.04785336582773,3.005584263572603,135.15776268898637
81,0,0,1,4,0,0,0,5,8,6,1,5,0,6,4,4,8,6,0,5,0,6,4,5,0,194073,93.64051209165561,46.92836457310053,2.520743160545515,129.88633970441612
82,0,0,2,3,0,0,0,5,1,7,2,5,0,6,11,3,1,6,0,5,0,7,11,5,0,230496,67.14929610721254,55.12855243168642,2.3173961010100617,100.53953652167766
83,0,0,2,2,0,0,0,5,8,0,2,5,0,6,1,2,8,6,0,5,0,0,1,5,0,148723,50.66496065626584,27.76046703373517,2.905574999920861,195.36823490118277
84,0,0,2,3,0,0,0,5,3,8,2,5,0,6,14,3,3,6,0,5,0,8,14,5,0,125750,101.0493862076633,-33.68816428,1.701583547943421,135.31479506508316
85,0,0,0,2,0,0,0,5,6,3,0,5,0,6,2,2,6,6,0,5,0,3,2,5,0,185327,86.40967578856211,34.68268066251185,2.552076386324209,137.70666909431486
86,0,0,1,1,0,0,0,5,3,3,1,5,0,6,17,1,3,6,0,5,0,3,17,5,0,266424,33.46867475015912,18.62981972912668,2.283397131453059,85.70538433
87,0,0,1,1,0,0,0,5,3,1,1,5,0,6,6,1,3,6,0,5,0,1,6,5,0,185440,79.64386381991655,53.16566809,2.766614421621176,149.19189072590464
88,0,0,3,2,0,0,0,5,7,0,3,5,0,6,16,2,7,6,0,5,0,0,16,5,0,69205.1,-11.9697228,167.8498797978746,4.523123614685557,653.5824115109372
89,0,0,3,0,0,0,0,5,10,5,3,5,0,6,5,0,10,6,0,5,0,5,5,5,0,168323,93.10844642183386,32.11161264707646,1.6547495032222281,98.30798543
90,0,0,2,2,0,0,0,5,8,9,2,5,0,6,18,2,8,6,0,5,0,9,18,5,0,185315,45.01627764049039,18.80008279895453,3.439764827918991,185.61718306229884
91,0,0,4,1,0,0,0,5,4,0,4,5,0,6,10,1,4,6,0,5,0,0,10,5,0,445293,88.09784509203844,56.88804663102013,2.9723881539835832,66.75128857
92,0,0,4,4,0,0,0,5,4,4,4,5,0,6,15,4,4,6,0,5,0,4,15,5,0,322681,35.81496785548324,44.14585598193307,2.4886457791503953,77.12402586921434
93,0,0,4,1,0,0,0,5,8,3,4,5,0,6,6,1,8,6,0,5,0,3,6,5,0,166619,96.61825363789973,39.81491601,2.519153286900449,151.19243825136684
94,0,0,0,2,0,0,0,5,2,4,0,5,0,6,13,2,2,6,0,5,0,4,13,5,0,194979,72.71602489436083,-15.98456007,2.4987799394659573,128.15636245267223
95,0,0,1,0,0,0,0,5,4,2,1,5,0,6,20,0,4,6,0,5,0,2,20,5,0,232814,82.11374318082746,40.98875506045628,2.7411541088080167,117.74008903279085
96,0,0,3,3,0,0,0,5,6,4,3,5,0,6,13,3,6,6,0,5,0,4,13,5,0,121216,55.88073245748583,4.439066504559257,0.9063911841808596,74.77487989876415
97,0,0,4,2,0,0,0,5,3,2,4,5,0,6,19,2,3,6,0,5,0,2,19,5,0,190980,7.10086062,-1.847932158,2.574982811385693,134.82997232095997
98,0,0,3,0,0,0,0,5,1,8,3,5,0,6,2,0,1,6,0,5,0,8,2,5,0,212920,87.87133436000447,41.06264477210753,2.4600596804250103,115.5391546320219
99,0,0,2,0,0,0,0,5,3,2,2,5,0,6,7,0,3,6,0,5,0,2,7,5,0,239359,100.8755071922929,-17.17132524,1.802786753297685,75.31727460833663
100,0,0,1,4,0,0,0,5,5,3,1,5,0,6,2,4,5,6,0,5,0,3,2,5,0,137720,82.97167881,54.17637986626021,2.493688898354827,181.06948143732407
101,0,0,3,3,0,0,0,5,4,10,3,5,0,6,16,3,4,6,0,5,0,10,16,5,0,121091,0.4461592436410193,55.96624894,2.557682072329694,211.2198323847102
102,0,0,4,4,0,0,0,5,9,4,4,5,0,6,20,4,9,6,0,5,0,4,20,5,0,89776.4,98.93094731628608,27.13597979879231,4.693104493885668,522.7548101600944
103,0,0,0,2,0,0,0,5,2,10,0,5,0,6,1,2,2,6,0,5,0,10,1,5,0,414898,53.43454100798269,-0.743437891,4.185380538589293,100.87733704643775
104,0,0,2,2,0,0,0,5,10,1,2,5,0,6,7,2,10,6,0,5,0,1,7,5,0,313100,86.42430938087243,48.09080053770282,2.540913671447111,81.15342291431207
105,0,0,4,2,0,0,0,5,10,9,4,5,0,6,23,2,10,6,0,5,0,9,23,5,0,25325.3,-20.4655611,138.1413986613637,1.960816513481409,774.2520378757247
106,0,0,1,3,0,0,0,5,7,8,1,5,0,6,19,3,7,6,0,5,0,8,19,5,0,63070,35.32121003850869,-29.04756312,2.396295791249621,379.9422532502967
107,0,0,2,2,0,0,0,5,0,8,2,5,0,6,22,2,0,6,0,5,0,8,22,5,0,198740,38.67488696417048,-1.826497154,0.8735906563625803,43.956458506721354
108,0,0,1,0,0,0,0,5,9,4,1,5,0,6,12,0,9,6,0,5,0,4,12,5,0,201234,83.54419390792779,53.19483339062825,2.511168821153584,124.7884960371301
109,0,0,0,2,0,0,0,5,10,9,0,5,0,6,19,2,10,6,0,5,0,9,19,5,0,150767,6.223930662416741,-11.85151773,2.542796838795629,168.65738781003995
110,0,0,3,4,0,0,0,5,1,0,3,5,0,6,5,4,1,6,0,5,0,0,5,5,0,327512,88.85890373,37.60937729755443,2.5819979946187432,78.83674474885632
111,0,0,3,1,0,0,0,5,6,7,3,5,0,6,22,1,6,6,0,5,0,7,22,5,0,61110.5,43.46147898147471,19.59252914265351,3.395121843634536,555.5709483042252
112,0,0,2,0,0,0,0,5,9,7,2,5,0,6,6,0,9,6,0,5,0,7,6,5,0,238006,87.80162495259336,55.04560189367043,2.951208724361628,123.99724058896112
113,0,0,3,2,0,0,0,5,6,3,3,5,0,6,3,2,6,6,0,5,0,3,3,5,0,107792,49.18794393342837,38.82600458218162,1.132623086425692,105.07487442720166
114,0,0,4,0,0,0,0,5,4,3,4,5,0,6,19,0,4,6,0,5,0,3,19,5,0,221850,34.41257883044064,-9.506660962,2.8059427129675742,126.47927486894632
115,0,0,4,3,0,0,0,5,9,6,4,5,0,6,19,3,9,6,0,5,0,6,19,5,0,33828.5,12.93190712628147,-32.67400152,2.656068429850689,785.1570214
116,0,0,2,2,0,0,0,5,4,7,2,5,0,6,12,2,4,6,0,5,0,7,12,5,0,203035,92.45266391206468,4.024834074472378,1.734469548995251,85.42712089025297
117,0,0,4,4,0,0,0,5,0,2,4,5,0,6,14,4,0,6,0,5,0,2,14,5,0,229487,87.56193586265186,54.03317445496514,2.512331011,109.47596206324279
118,0,0,1,0,0,0,0,5,2,2,1,5,0,6,2,0,2,6,0,5,0,2,2,5,0,284704,88.61508771777653,55.27957129509774,2.902031379315758,101.93152815962395
119,0,0,4,1,0,0,0,5,5,4,4,5,0,6,7,1,5,6,0,5,0,4,7,5,0,152056,85.86143096587836,40.23929632,2.4859297009123593,163.4877743010706
120,0,0,4,0,0,0,0,5,0,7,4,5,0,6,0,0,0,6,0,5,0,7,0,5,0,477768,88.88246015766504,54.96609945934304,3.447881891341542,72.16644671349991
121,0,0,2,0,0,0,0,5,8,1,2,5,0,6,3,0,8,6,0,5,0,1,3,5,0,232009,22.34775936375911,54.86215982207876,2.7707051050716918,119.4223114220436
122,0,0,0,4,0,0,0,5,1,5,0,5,0,6,22,4,1,6,0,5,0,5,22,5,0,516206,39.75623329914902,55.50892931325247,3.210559982849711,62.19532478990384
123,0,0,1,4,0,0,0,5,9,8,1,5,0,6,11,4,9,6,0,5,0,8,11,5,0,507542,72.33358559243048,53.22327097926648,3.1810038149690034,62.67469125646752
124,0,0,2,4,0,0,0,5,9,4,2,5,0,6,24,4,9,6,0,5,0,4,24,5,0,142885,96.03003844,48.53245523167126,2.510221019478959,175.6812135268894
125,0,0,4,3,0,0,0,5,10,4,4,5,0,6,13,3,10,6,0,5,0,4,13,5,0,186517,72.02026872631136,-27.03539196,1.974538112743359,105.86370747671037
126,0,0,4,4,0,0,0,5,10,2,4,5,0,6,2,4,10,6,0,5,0,2,2,5,0,255781,93.84967070779513,36.34076601943504,2.2930538489223586,89.64910798387521
127,0,0,4,4,0,0,0,5,10,0,4,5,0,6,6,4,10,6,0,5,0,0,6,5,0,218600,95.40604064176893,30.80556595141531,2.571547767462684,117.6371348336086
128,0,0,1,1,0,0,0,5,8,7,1,5,0,6,3,1,8,6,0,5,0,7,3,5,0,120525,15.70788729772863,53.10628695667113,1.241770992909403,103.03015912959162
129,0,0,2,3,0,0,0,5,3,7,2,5,0,6,3,3,3,6,0,5,0,7,3,5,0,128338,47.28163910040174,-8.523239991,1.646023504571305,128.2569078972171
130,0,0,2,3,0,0,0,5,9,2,2,5,0,6,2,3,9,6,0,5,0,2,2,5,0,284455,89.39853787874449,-2.578262488,2.917634829970085,102.56929320877063
131,0,0,0,4,0,0,0,5,1,4,0,5,0,6,1,4,1,6,0,5,0,4,1,5,0,633882,54.92697777503966,55.05029215391659,3.138111829,49.50624610346926
132,0,0,1,2,0,0,0,5,10,3,1,5,0,6,9,2,10,6,0,5,0,3,9,5,0,110891,87.00243186880522,23.93093981642235,2.5775382164953857,232.43890094736145
133,0,0,2,1,0,0,0,5,8,9,2,5,0,6,1,1,8,6,0,5,0,9,1,5,0,155112,49.39420714849264,44.23381117480108,2.495244418,160.8672712617206
134,0,0,2,4,0,0,0,5,7,7,2,5,0,6,5,4,7,6,0,5,0,7,5,5,0,371953,96.97884818912263,-6.306323396,3.7134905616276033,99.83762899150169
135,0,0,1,4,0,0,0,5,3,2,1,5,0,6,0,4,3,6,0,5,0,2,0,5,0,236608,82.44899274645151,54.96120204167025,2.678759722958531,113.2150951345065
136,0,0,1,0,0,0,0,5,0,3,1,5,0,6,18,0,0,6,0,5,0,3,18,5,0,497422,43.15085610727522,57.77877483584655,3.1881459279452278,64.09338404705116
137,0,0,4,0,0,0,0,5,0,0,4,5,0,6,10,0,0,6,0,5,0,0,10,5,0,572936,87.43547807164873,55.32384834490539,2.898627256892813,50.59251394384037
138,0,0,2,0,0,0,0,5,6,6,2,5,0,6,1,0,6,6,0,5,0,6,1,5,0,132955,51.69924368,46.06704312038327,2.598180082,195.41800477339552
139,0,0,1,3,0,0,0,5,3,5,1,5,0,6,17,3,3,6,0,5,0,5,17,5,0,93860.5,10.68409349,-19.75465552,1.4864751507054221,158.37068316335646
140,0,0,2,0,0,0,0,5,6,9,2,5,0,6,17,0,6,6,0,5,0,9,17,5,0,136623,6.336536917043092,-22.46325426,2.466889136738556,180.56177486503415
141,0,0,2,1,0,0,0,5,3,1,2,5,0,6,11,1,3,6,0,5,0,1,11,5,0,210538,70.29120256079997,47.13549234385427,1.8736684374175439,88.99431159303992
142,0,0,3,4,0,0,0,5,4,2,3,5,0,6,19,4,4,6,0,5,0,2,19,5,0,196452,37.76818123620092,11.86071406428102,2.426253036154313,123.50360577414904
143,0,0,2,1,0,0,0,5,5,10,2,5,0,6,21,1,5,6,0,5,0,10,21,5,0,115191,-6.822489108,179.8998331,3.2311767685701898,280.5060090258952
144,0,0,1,1,0,0,0,5,7,6,1,5,0,6,3,1,7,6,0,5,0,6,3,5,0,204875,56.10673284740155,54.88355131125882,2.558089307703165,124.86097902150895
145,0,0,1,1,0,0,0,5,4,1,1,5,0,6,22,1,4,6,0,5,0,1,22,5,0,463519,44.92757274546052,55.05150127410364,3.451293413142865,74.45851007494547
146,0,0,3,0,0,0,0,5,7,6,3,5,0,6,23,0,7,6,0,5,0,6,23,5,0,48218.7,-7.731889151,71.92867988053845,4.533280544454703,940.1498888
147,0,0,2,4,0,0,0,5,0,2,2,5,0,6,10,4,0,6,0,5,0,2,10,5,0,254630,87.81503327217283,50.81697248,2.421243572789561,95.08870018417159
148,0,0,1,1,0,0,0,5,6,9,1,5,0,6,12,1,6,6,0,5,0,9,12,5,0,77004.3,92.02081100942678,2.222706527667416,3.632459249047378,471.7216115265483
149,0,0,2,3,0,0,0,5,3,7,2,5,0,6,20,3,3,6,0,5,0,7,20,5,0,143862,95.54085391146158,-11.58468629,1.8691723412869021,129.9281492879914
150,0,0,1,2,0,0,0,5,3,10,1,5,0,6,6,2,3,6,0,5,0,10,6,5,0,104545,75.95486888878648,35.24917128963749,0.9822184986385288,93.95174313822073
151,0,0,1,1,0,0,0,5,0,5,1,5,0,6,5,1,0,6,0,5,0,5,5,5,0,334656,87.25679446,55.17554694545048,2.850417105,85.17454057
152,0,0,1,2,0,0,0,5,5,0,1,5,0,6,2,2,5,6,0,5,0,0,2,5,0,123085,80.15809060938227,22.28033449051678,1.7105003794500722,138.9690359873317
153,0,0,1,0,0,0,0,5,4,7,1,5,0,6,21,0,4,6,0,5,0,7,21,5,0,266330,-8.935763659,170.8974127342163,4.567248185310523,171.4883109417085
154,0,0,2,1,0,0,0,5,4,0,2,5,0,6,16,1,4,6,0,5,0,0,16,5,0,223701,-7.7543765,103.2626976,5.624964183038082,251.4501135
155,0,0,0,1,0,0,0,5,10,7,0,5,0,6,17,1,10,6,0,5,0,7,17,5,0,74312.7,39.34637728933621,24.48120059172858,3.879466329462404,522.0462087183488
156,0,0,2,0,0,0,0,5,7,9,2,5,0,6,11,0,7,6,0,5,0,9,11,5,0,227025,71.53436452,31.70729923580084,2.494872752394716,109.89418576785445
157,0,0,2,0,0,0,0,5,9,3,2,5,0,6,1,0,9,6,0,5,0,3,1,5,0,458377,51.42996873059523,55.07695814382559,3.525858681240849,76.92049735
158,0,0,2,1,0,0,0,5,6,3,2,5,0,6,6,1,6,6,0,5,0,3,6,5,0,147820,85.23942688002107,27.09099131654937,2.520143705189907,170.48732953523927
159,0,0,1,3,0,0,0,5,10,7,1,5,0,6,20,3,10,6,0,5,0,7,20,5,0,79713.9,95.70645116078131,-27.90525143,4.040814618,506.91468088794926
